"","ObjectID","Loc_name","Shape","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ARC_Address","ARC_Address2","ARC_Address3","ARC_Neighborhood","ARC_City","ARC_Subregion","ARC_Region","ARC_Postal","ARC_PostalExt","ARC_CountryCode","ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ARCHSTONE","RMPROPID","PROPNAME","ENTTYPE","PROPTYPE","REGION_1","MARKETID","MARKET","SUBMARKETID","SUBMARKET","SVPID","SVP","SVP2","SVP_EMAIL","VPPMID","VPPM_EMPLID","VPPM","VPPM2","VPPM_EMAIL","RMMNGRID","RM_EMPLID","RM","RM2","RM_EMAIL","IO","SIO","FACSM","FINSM","REVMGR","ACQUISITION_DATE","ADDRESS","CITY_1","STATE","ZIP","YOC","CONSTTYPE","STATUS_1","STATUSID","CONSOLIDATION","CONSOLIDATIONID","UNITS","SQFT","STUDIO","ONEBR","TWOBR","THREEBR","OTHER","OCCINCL","DASHINCL","HOTLIST","WATCHLIST","REHABLIST","LEASUPLIST","DISPOLIST","INACTIVE","LRO","COMLINK","COMPLIANTEMAIL","ASNPROPID","MASTERENTITYID","LSHLDTHRESHOLD","MRTHRESHOLD","BISTATUS","BISTATUS_DESC","BIASSETTYPE","BIASSETTYPE_DESC","PHONE_1","YEARBUILT","CONSTRUCTIONDATE","DISPOSED","LATITUDE","LONGITUDE","OccUnits","NonRevUnits","AffordableUnits","AdultResidents","CITY","Walkscore","TransitScore"
"559",559,"World","E6100000010C94CB5311DF8D5EC08045AAA12DF54740","M",100,"A","9009 W Mall Dr, Everett, Washington, 98208","9009 W Mall Dr, Everett, WA, 98208, USA","9009 W Mall Dr","PointAddress","","","9009 W Mall Dr, Everett, Washington, 98208",NA,NA,20,NA,9009,NA,NA,"","R","W",NA,"Mall","Dr","",NA,NA,NA,NA,NA,NA,NA,"9009 W Mall Dr",NA,NA,"Cascade View",NA,"Everett","Seattle Metro Area","Snohomish","Washington","WA",NA,"",98208,NA,"USA","ENG",0,-122.21673997,47.91545506,-122.214861,47.915775,-122.215861,-122.213861,47.914775,47.916775,"9009 W. MALL DRIVE",NA,NA,NA,"EVERETT",NA,"WA",98208,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27105,"ZZ HUNTINGTON PARK            ","SLD","Residential","Northwest",3362,"Seattle",5116,"Everett/N Snohomish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-12-10,"9009 W. MALL DRIVE","EVERETT","WA",98208,"1991","Garden","Disposition","DSP     ","REIT - Res",1,381,310750,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27105,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","4253531944     ",1991,"1991",2016-01-26,47.91469827,-122.21634463,NA,NA,NA,NA,"Everett",59,41
"560",560,"World","E6100000010C080D1D6B81935EC0D0EA4134BFAD4740","M",100,"A","2211 S Star Lake Rd, Federal Way, Washington, 98003","2211 S Star Lake Rd, Federal Way, WA, 98003, USA","2211 S Star Lake Rd","PointAddress","","","2211 S Star Lake Rd, Federal Way, Washington, 98003",NA,NA,20,NA,2211,NA,NA,"","L","S",NA,"Star Lake","Rd","",NA,NA,NA,NA,NA,NA,NA,"2211 S Star Lake Rd",NA,NA,"",NA,"Federal Way","Seattle Metro Area","King","Washington","WA",NA,"",98003,NA,"USA","ENG",0,-122.30477407,47.35739759,-122.3050635,47.357397,-122.3060635,-122.3040635,47.356397,47.358397,"2211 SOUTH STAR LAKE ROAD",NA,NA,NA,"FEDERAL WAY",NA,"WA",98003,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27106,"ZZ WATERSTONE PLACE           ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April Robere",1994-03-25,"2211 SOUTH STAR LAKE ROAD","FEDERAL WAY","WA",98003,NA,"Garden","Disposition","DSP     ","REIT - Res",1,750,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27106,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2004-06-11,NA,NA,NA,NA,NA,NA,"Federal Way",64,41
"561",561,"World","E6100000010CC07EF9AB3A925EC0201C8320D0EC4740","M",100,"A","3805 164th St SW, Lynnwood, Washington, 98087","3805 164th St SW, Lynnwood, WA, 98087, USA","3805 164th St SW","PointAddress","","","3805 164th St SW, Lynnwood, Washington, 98087",NA,NA,20,NA,3805,NA,NA,"","L","",NA,"164th","St","SW",NA,NA,NA,NA,NA,NA,NA,"3805 164th St SW",NA,NA,"North Lynnwood",NA,"Lynnwood","Seattle Metro Area","Snohomish","Washington","WA",NA,"",98087,NA,"USA","ENG",0,-122.28483104,47.85010153,-122.285241,47.851074,-122.286241,-122.284241,47.850074,47.852074,"3805 164TH ST SW",NA,NA,NA,"LYNNWOOD",NA,"WA",98087,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27109,"ZZ ORCHARD RIDGE              ","SLD","Residential","Northwest",3362,"Seattle",4966,"Bothell/Mill Creek Corridor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-07-15,"3805 164TH ST SW","LYNNWOOD","WA",98087,"1988","Garden","Disposition","DSP     ","REIT - Res",1,104,86548,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27109,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","4257453465     ",1988,"1988",2016-01-26,47.85034758,-122.28463411,NA,NA,NA,NA,"Lynnwood",52,NA
"562",562,"World","E6100000010CDCD04758F5B75EC08057DDED31C54640","M",100,"A","19000 NW Evergreen Pkwy, Hillsboro, Oregon, 97124","19000 NW Evergreen Pkwy, Hillsboro, OR, 97124, USA","19000 NW Evergreen Pkwy","PointAddress","","","19000 NW Evergreen Pkwy, Hillsboro, Oregon, 97124",NA,NA,20,NA,19000,NA,NA,"","L","NW",NA,"Evergreen","Pkwy","",NA,NA,NA,NA,NA,NA,NA,"19000 NW Evergreen Pkwy",NA,NA,"Sommerset West-Elmonica South",NA,"Hillsboro","Portland-Vancouver Metro Area","Washington","Oregon","OR",NA,"",97124,NA,"USA","ENG",0,-122.87434966,45.54058622,-122.87448,45.53901,-122.87548,-122.87348,45.53801,45.54001,"19000 NW EVERGREEN PARKWAY",NA,NA,NA,"HILLSBORO",NA,"OR",97124,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27110,"ZZ TANASBOURNE TERRACE        ","SLD","Residential","Northwest",3361,"Portland",5072,"Portland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-22,"19000 NW EVERGREEN PARKWAY","HILLSBORO","OR",97124,"1986-1989","Garden","Disposition","DSP     ","REIT - Res",1,373,363544,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27110,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1986,"1986-1989",2011-04-12,NA,NA,NA,NA,NA,NA,"Hillsboro",82,38
"563",563,"World","E6100000010CB81FF4C276925EC0C836B6926EE44740","M",94.73,"A","4208 236th St SW, Mountlake Terrace, Washington, 98043","4208 236th St SW, Mountlake Terrace, WA, 98043, USA","4208 236th St SW","StreetAddress","","","4208 236th St SW, Mountlake Terrace, Washington, 98043",NA,NA,20,NA,4208,4142,4250,"4142-4250","L","",NA,"236th","St","SW",NA,NA,NA,NA,NA,NA,NA,"4208 236th St SW",NA,NA,"East Terrace",NA,"Mountlake Terrace","Seattle Metro Area","Snohomish","Washington","WA",NA,"",98043,NA,"USA","ENG",0,-122.28849863,47.78462442,-122.28849863,47.78462442,-122.28949863,-122.28749863,47.78362442,47.78562442,"4208 236TH STREET SOUTH",NA,NA,NA,"MOUNTLAKE TER",NA,"WA",98043,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27114,"ZZ CREEKSIDE VILLAGE          ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-11-16,"4208 236TH STREET SOUTH","MOUNTLAKE TER","WA",98043,"1987","Garden","Disposition","DSP     ","REIT - Res",1,512,407296,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27114,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1987,"1987",2011-06-16,NA,NA,NA,NA,NA,NA,"Mountlake Terrace",30,NA
"564",564,"World","E6100000010CE4150868A6895EC090B04F3D28E14740","M",100,"A","14116 NE 181st Pl, Woodinville, Washington, 98072","14116 NE 181st Pl, Woodinville, WA, 98072, USA","14116 NE 181st Pl","PointAddress","","","14116 NE 181st Pl, Woodinville, Washington, 98072",NA,NA,20,NA,14116,NA,NA,"","R","NE",NA,"181st","Pl","",NA,NA,NA,NA,NA,NA,NA,"14116 NE 181st Pl",NA,NA,"Town Center",NA,"Woodinville","Seattle Metro Area","King","Washington","WA",NA,"",98072,NA,"USA","ENG",0,-122.15078164,47.75904051,-122.150772,47.759283,-122.151772,-122.149772,47.758283,47.760283,"14116 N.E. 181ST PLACE",NA,NA,NA,"WOODINVILLE",NA,"WA",98072,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27116,"ZZ EDGEWOOD                   ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April Robere",1994-11-16,"14116 N.E. 181ST PLACE","WOODINVILLE","WA",98072,NA,"Garden","Disposition","DSP     ","REIT - Res",1,0,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27116,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2005-03-28,NA,NA,NA,NA,NA,NA,"Woodinville",75,NA
"565",565,"World","E6100000010C1092E43D57955EC02005807E2DA54740","M",100,"A","34720 2nd Ln S, Federal Way, Washington, 98003","34720 2nd Ln S, Federal Way, WA, 98003, USA","34720 2nd Ln S","PointAddress","","","34720 2nd Ln S, Federal Way, Washington, 98003",NA,NA,20,NA,34720,NA,NA,"","R","",NA,"2nd","Ln","S",NA,NA,NA,NA,NA,NA,NA,"34720 2nd Ln S",NA,NA,"",NA,"Federal Way","Seattle Metro Area","King","Washington","WA",NA,"",98003,NA,"USA","ENG",0,-122.33344982,47.29045087,-122.3333235,47.290545,-122.3343235,-122.3323235,47.289545,47.291545,"34720 2ND LANE SOUTH",NA,NA,NA,"FEDERAL WAY",NA,"WA",98003,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27117,"ZZ FOX RUN                    ","SLD","Residential","Northwest",3362,"Seattle",4964,"South King",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-11-16,"34720 2ND LANE SOUTH","FEDERAL WAY","WA",98003,"1988","Garden","Disposition","DSP     ","REIT - Res",1,162,147401,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27117,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","2538381158     ",1988,"1988",2013-07-03,NA,NA,NA,NA,NA,NA,"Federal Way",53,28
"566",566,"World","E6100000010C54D636C5E3905EC0201986BDC0BB4740","M",88.12,"A","5600 S 152nd St, Seattle, Washington, 98188","5600 S 152nd St, Seattle, WA, 98188, USA","5600 S 152nd St","PointAddress","","","5600 S 152nd St, Seattle, Washington, 98188",NA,NA,20,NA,5600,NA,NA,"","L","S",NA,"152nd","St","",NA,NA,NA,NA,NA,NA,NA,"5600 S 152nd St",NA,NA,"",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98188,NA,"USA","ENG",0,-122.263902,47.46681947,-122.263902,47.467242,-122.264902,-122.262902,47.466242,47.468242,"5600 S. 152ND STREET",NA,NA,NA,"SEATTLE",NA,"WA",98059,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27119,"ZZ NEWPORT HEIGHTS            ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-11-16,"5600 S. 152ND STREET","SEATTLE","WA",98059,NA,"Garden","Disposition","DSP     ","REIT - Res",1,80,60400,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27119,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1986,NA,2007-12-07,NA,NA,NA,NA,NA,NA,"Seattle",15,43
"567",567,"World","E6100000010C502D48514C935EC038D0DEAED1AD4740","M",99,"A","2500 S 272nd St, Kent, Washington, 98032","2500 S 272nd St, Kent, WA, 98032, USA","2500 S 272nd St","PointAddress","","","2500 S 272nd St, Kent, Washington, 98032",NA,NA,20,NA,2500,NA,NA,"","R","S",NA,"272nd","St","",NA,NA,NA,NA,NA,NA,NA,"2500 S 272nd St",NA,NA,"",NA,"Kent","Seattle Metro Area","King","Washington","WA",NA,"",98032,NA,"USA","ENG",0,-122.30153305,47.35796152,-122.3011935,47.358864,-122.3021935,-122.3001935,47.357864,47.359864,"2500 S. 272ND STREET",NA,NA,NA,"FEDERAL WAY",NA,"WA",98032,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27121,"ZZ VILLAGE OF NEWPORT         ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-11-16,"2500 S. 272ND STREET","FEDERAL WAY","WA",98032,NA,"Garden","Disposition","DSP     ","REIT - Res",1,100,77163,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27121,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1987,NA,2009-09-29,NA,NA,NA,NA,NA,NA,"Kent",58,40
"568",568,"World","E6100000010CC01A67D391B65EC0204693EE5BC24640","M",95.05,"A","SW 170th Ave, Beaverton, Oregon, 97006","SW 170th Ave, Beaverton, OR, 97006, USA","SW 170th Ave","StreetName","","","SW 170th Ave, Beaverton, Oregon, 97006",NA,NA,20,NA,NA,NA,NA,"","","SW",NA,"170th","Ave","",NA,NA,NA,NA,NA,NA,NA,"SW 170th Ave",NA,NA,"Five Oaks",NA,"Beaverton","Portland-Vancouver Metro Area","Washington","Oregon","OR",NA,"",97006,NA,"USA","ENG",0,-122.8526505,45.51843054,-122.8526505,45.51843054,-122.8536505,-122.8516505,45.51743054,45.51943054,"3280 S.W. 170TH AVE",NA,NA,NA,"BEAVERTON",NA,"OR",97006,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27122,"ZZ WOODCREEK                  ","SLD","Residential","Northwest",3361,"Portland",5072,"Portland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-11-16,"3280 S.W. 170TH AVE","BEAVERTON","OR",97006,NA,"Garden","Disposition","DSP     ","REIT - Res",1,440,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27122,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2006-03-17,NA,NA,NA,NA,NA,NA,"Beaverton",45,46
"569",569,"World","E6100000010CA46987272AA55EC030A5A0DB4BD64640","T",89.11,"A","NE 72nd St, Vancouver, Washington, 98662","NE 72nd St, Vancouver, WA, 98662, USA","NE 72nd St","StreetName","","","NE 72nd St, Vancouver, Washington, 98662",NA,NA,20,NA,NA,NA,NA,"","","NE",NA,"72nd","St","",NA,NA,NA,NA,NA,NA,NA,"NE 72nd St",NA,NA,"",NA,"Vancouver","Portland-Vancouver Metro Area","Clark","Washington","WA",NA,"",98662,NA,"USA","ENG",0,-122.5806979,45.67419,-122.5806979,45.67419,-122.5816979,-122.5796979,45.67319,45.67519,"4701 N.E. 72ND AVENUE",NA,NA,NA,"VANCOUVER",NA,"WA",98662,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27124,"ZZ BRENTWOOD APARTMENTS       ","SLD","Residential","Northwest",3361,"Portland",5072,"Portland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-08-24,"4701 N.E. 72ND AVENUE","VANCOUVER","WA",98662,NA,"Garden","Disposition","DSP     ","REIT - Res",1,296,300700,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27124,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(360) 896-8151 ",1990,NA,2009-06-22,NA,NA,NA,NA,NA,NA,"Vancouver",24,NA
"570",570,"World","E6100000010C84B4F3219B995EC04044D029ACC14640","M",94.83,"A","3181 NE 23rd St, Gresham, Oregon, 97030","3181 NE 23rd St, Gresham, OR, 97030, USA","3181 NE 23rd St","PointAddress","","","3181 NE 23rd St, Gresham, Oregon, 97030",NA,NA,20,NA,3181,NA,NA,"","R","NE",NA,"23rd","St","",NA,NA,NA,NA,NA,NA,NA,"3181 NE 23rd St",NA,NA,"Gresham-Northeast",NA,"Gresham","Portland-Vancouver Metro Area","Multnomah","Oregon","OR",NA,"",97030,NA,"USA","ENG",0,-122.40009354,45.51306651,-122.4003735,45.514719,-122.4013735,-122.3993735,45.513719,45.515719,"3181 N.E. 23RD ROAD",NA,NA,NA,"GRESHAM",NA,"OR",97030,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27126,"ZZ KEMPTON DOWNS APARTMENTS   ","SLD","Residential","Northwest",3361,"Portland",5072,"Portland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-08-24,"3181 N.E. 23RD ROAD","GRESHAM","OR",97030,"1990","Garden","Disposition","DSP     ","REIT - Res",1,278,286728,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27126,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(503) 669-4400 ",1990,"1990",2011-04-26,NA,NA,NA,NA,NA,NA,"Gresham",64,36
"571",571,"World","E6100000010CAC0A3A459A965EC0B8C3110405CF4740","M",100,"A","2900 1st Ave, Seattle, Washington, 98121","2900 1st Ave, Seattle, WA, 98121, USA","2900 1st Ave","PointAddress","","","2900 1st Ave, Seattle, Washington, 98121",NA,NA,20,NA,2900,NA,NA,"","R","",NA,"1st","Ave","",NA,NA,NA,NA,NA,NA,NA,"2900 1st Ave",NA,NA,"Belltown",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98121,NA,"USA","ENG",0,-122.35316592,47.61734057,-122.352921,47.617515,-122.353921,-122.351921,47.616515,47.618515,"2900 FIRST AVENUE",NA,NA,NA,"SEATTLE",NA,"WA",98121,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27127,"ZZ 2900 ON FIRST              ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April Robere",1996-04-16,"2900 FIRST AVENUE","SEATTLE","WA",98121,NA,"Mid-Rise","Disposition","DSP     ","REIT - Res",1,135,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27127,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(206) 448-7578 ",NA,NA,2005-09-28,NA,NA,NA,NA,NA,NA,"Seattle",96,93
"572",572,"World","E6100000010CAC0A3A459A965EC0B8C3110405CF4740","M",100,"A","2900 1st Ave, Seattle, Washington, 98121","2900 1st Ave, Seattle, WA, 98121, USA","2900 1st Ave","PointAddress","","","2900 1st Ave, Seattle, Washington, 98121",NA,NA,20,NA,2900,NA,NA,"","R","",NA,"1st","Ave","",NA,NA,NA,NA,NA,NA,NA,"2900 1st Ave",NA,NA,"Belltown",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98121,NA,"USA","ENG",0,-122.35316592,47.61734057,-122.352921,47.617515,-122.353921,-122.351921,47.616515,47.618515,"2900 FIRST AVENUE",NA,NA,NA,"SEATTLE",NA,"WA",98121,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27128,"ZZ 2900 ON FIRST - COMMERCIAL ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April Robere",1996-04-16,"2900 FIRST AVENUE","SEATTLE","WA",98121,NA,"Retail","Disposition","DSP     ","REIT - Ret",2,0,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27128,NA,NA,"DSP       ","Disposition                             ","RTC       ","Retail Consolidated                     ","(206) 448-7578 ",NA,NA,2005-09-28,NA,NA,NA,NA,NA,NA,"Seattle",96,93
"573",573,"World","E6100000010C0C863AAC70955EC010E97EBB5DA64740","M",100,"A","32 S 337th Ln, Federal Way, Washington, 98003","32 S 337th Ln, Federal Way, WA, 98003, USA","32 S 337th Ln","PointAddress","","","32 S 337th Ln, Federal Way, Washington, 98003",NA,NA,20,NA,32,NA,NA,"","R","S",NA,"337th","Ln","",NA,NA,NA,NA,NA,NA,NA,"32 S 337th Ln",NA,NA,"",NA,"Federal Way","Seattle Metro Area","King","Washington","WA",NA,"",98003,NA,"USA","ENG",0,-122.335002,47.29973549,-122.335002,47.299968,-122.336002,-122.334002,47.298968,47.300968,"32 SOUTH 337TH LANE, #B",NA,NA,NA,"FEDERAL WAY",NA,"WA",98003,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27130,"ZZ PANTHER RIDGE              ","SLD","Residential","Northwest",3362,"Seattle",4964,"South King",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-30,"32 SOUTH 337TH LANE, #B","FEDERAL WAY","WA",98003,"1980","Garden","Disposition","DSP     ","REIT - Res",1,260,217632,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27130,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(253) 838-0170 ",1980,"1980",2013-03-28,NA,NA,NA,NA,NA,NA,"Federal Way",44,26
"574",574,"World","E6100000010CD837F7578F8C5EC0F8F2AD0FEBB14740","T",95.05,"A","108th Pl SE, Kent, Washington, 98031","108th Pl SE, Kent, WA, 98031, USA","108th Pl SE","StreetName","","","108th Pl SE, Kent, Washington, 98031",NA,NA,20,NA,NA,NA,NA,"","","",NA,"108th","Pl","SE",NA,NA,NA,NA,NA,NA,NA,"108th Pl SE",NA,NA,"",NA,"Kent","Seattle Metro Area","King","Washington","WA",NA,"",98031,NA,"USA","ENG",0,-122.196249,47.389986,-122.196249,47.389986,-122.197249,-122.195249,47.388986,47.390986,"24006 108TH PLACE SE",NA,NA,NA,"KENT",NA,"WA",98031,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27131,"ZZ HIGHLAND CRESTE            ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April Robere",1997-05-30,"24006 108TH PLACE SE","KENT","WA",98031,NA,"Garden","Disposition","DSP     ","REIT - Res",1,198,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,27131,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(206) 854-1830 ",NA,NA,2005-12-08,NA,NA,NA,NA,NA,NA,"Kent",69,39
"575",575,"World","E6100000010C400545FB718F5EC0702386066AEC4740","M",88.12,"A","16626 6th Ave W, Lynnwood, Washington, 98037","16626 6th Ave W, Lynnwood, WA, 98037, USA","16626 6th Ave W","PointAddress","","","16626 6th Ave W, Lynnwood, Washington, 98037",NA,NA,20,NA,16626,NA,NA,"","L","",NA,"6th","Ave","W",NA,NA,NA,NA,NA,NA,NA,"16626 6th Ave W",NA,NA,"Martha Lake",NA,"Lynnwood","Seattle Metro Area","Snohomish","Washington","WA",NA,"",98037,NA,"USA","ENG",0,-122.24133188,47.84698564,-122.243481,47.847177,-122.244481,-122.242481,47.846177,47.848177,"16626 6TH AVENUE WEST",NA,NA,NA,"LYNNWOOD",NA,"WA",98036,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",27137,"ZZ MARTHA LAKE                ","SLD","Residential","Northwest",3362,"Seattle",5073,"Seattle/Tacoma Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-30,"16626 6TH AVENUE WEST","LYNNWOOD","WA",98036,"1991","Garden","Disposition","DSP     ","REIT - Res",1,155,132552,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,27137,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(206) 742-6740 ",1991,"1991",2011-03-23,NA,NA,NA,NA,NA,NA,"Lynnwood",44,NA
